time,qpos,qvel,qacc,ctrl,fapp,fext,bias,xfrc
0.005,1.1,0,0.0657548,1,0,0,0,-0.261591,-0.627808,-4.34121e-05,1.88243,-0.52254,-1.2481,0.00237657,0,0,-0.04905,0,0,0,0.0417231,0.0983645,-0.00868243,-0.514273,0.211941,1.69977,0.475314,0,0,-9.81,0,0,0,8.34461,19.6729,-1.73649,-102.855,42.3882,339.955,95.0627,-3.4384,-21.5781,5.15009,-40,9,1.0935,0.0909715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52055,0,0,0,0,-25.3223,-4.97607,-3.1171,0.673326,-0.689968,-0.0262154,0,0,0,0,0,0,
0.01,1.1,0,0.0652642,1,0,0,0,-0.261174,-0.626824,-0.000127904,1.87728,-0.520406,-1.23101,0.00712052,0,0,-0.0981,0,0,0,0.0834679,0.196792,-0.0168985,-1.02937,0.426903,3.4174,0.94879,0,0,-9.81,0,0,0,8.34897,19.6854,-1.64321,-103.018,42.9925,343.526,94.6954,-3.43907,-21.6903,5.10501,-40,9,1.08792,0.0908912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52055,0,0,0,-0.000672899,-25.4345,-5.02115,-3.10053,0.670043,-0.695549,-0.0262957,0,0,0,0,0,0,
0.015,1.1,0,0.0645285,1,0,0,0,-0.260547,-0.625346,-0.000250459,1.86955,-0.517166,-1.20516,0.0142132,0,0,-0.14715,0,0,0,0.125425,0.295582,-0.0245109,-1.5469,0.647945,5.17155,1.41853,0,0,-9.81,0,0,0,8.39148,19.758,-1.52249,-103.507,44.2083,350.83,93.948,-3.43728,-21.9984,4.97308,-40,9,1.07051,0.0906622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52055,0,0,0,0.00111306,-25.7426,-5.15308,-3.02404,0.655517,-0.712961,-0.0265248,0,0,0,0,0,0,
0.02,1.1,-1.45025e-20,0.0641809,1,0,0,0,-0.259708,-0.623371,-0.000407561,1.8592,-0.512773,-1.17025,0.0236246,1.75225e-19,-2.9005e-18,-0.0695235,7.68589e-17,4.64319e-18,-3.95623e-34,0.167816,0.395092,-0.0314205,-2.06867,0.878694,6.98222,1.88228,3.50449e-17,-5.801e-16,15.5253,1.53718e-14,9.28637e-16,-7.91246e-32,8.47822,19.9021,-1.38191,-104.355,46.1499,362.133,92.7503,-3.42249,-22.5126,4.75533,-40,9,1.04165,0.0902962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92697,0,0,0,0,0,0,0,0,0,0,0,0,1.52055,0,0,0,0.0159015,-26.2567,-5.37083,-2.88032,0.627979,-0.741818,-0.0268907,0,0,0,0,0,0,
0.025,1.1,-1.65117e-20,0.0640484,1,0,0,0,-0.258653,-0.620892,-0.000595536,1.84622,-0.507154,-1.12589,0.0353107,3.17382e-19,-4.01843e-19,-0.0264976,1.39092e-17,8.54315e-18,-3.28218e-20,0.210913,0.495781,-0.0375949,-2.59679,1.12368,8.87154,2.33722,2.84315e-17,4.99732e-16,8.60518,-1.25899e-14,7.79994e-16,-6.56436e-18,8.61926,20.1377,-1.23489,-105.624,48.9968,377.865,90.9875,-3.37596,-23.2512,4.45414,-40,9,1.00202,0.089817,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77556e-17,5.55112e-17,2.85435,-1.04083e-17,0,-3.46945e-18,0,0,0,0,0,0,0,0,9.62965e-35,1.52055,6.56142e-36,4.34091e-37,3.16683e-37,0.0624324,-26.9953,-5.67202,-2.65728,0.584607,-0.78145,-0.02737,0,0,0,0,0,0,
0.03,1.1,-3.18493e-20,0.0640294,1,0,0,0,-0.257378,-0.617901,-0.000811043,1.83055,-0.500211,-1.07156,0.049209,4.51994e-19,-3.06751e-18,-0.00379374,8.37033e-17,1.21212e-17,-2.64741e-21,0.255057,0.598257,-0.0431014,-3.13381,1.38866,10.8648,2.77967,2.69225e-17,-5.33133e-16,4.54077,1.39588e-14,7.15615e-16,6.03488e-18,8.82876,20.4953,-1.10129,-107.404,52.9973,398.657,88.4907,-3.26722,-24.243,4.07505,-40,9,0.95275,0.0892668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.32667e-17,2.22437,0,6.93889e-18,0,0,0,0,0,0,0,0,6.01853e-36,-1.20371e-35,1.52055,-5.74602e-41,-1.8758e-37,1.05448e-37,0.17118,-27.9871,-6.05111,-2.33818,0.521689,-0.83072,-0.0279201,0,0,0,0,0,0,
0.035,1.1,-4.33764e-20,0.0640665,1,0,0,0,-0.255875,-0.614384,-0.00105175,1.81214,-0.491806,-1.0066,0.0652331,2.85036e-19,-2.30542e-18,0.00740484,6.57378e-17,8.02329e-18,3.80196e-20,0.300681,0.703352,-0.0481424,-3.68294,1.68099,12.9918,3.20482,-3.33916e-17,1.52418e-16,2.23972,-3.5931e-15,-8.19587e-16,8.13341e-18,9.12485,21.0191,-1.00821,-109.827,58.4647,425.393,85.0286,-3.0483,-25.5313,3.62995,-40,9,0.895729,0.0887186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86771,3.1225e-17,-1.38778e-17,0,0,0,0,0,0,0,0,0,-6.01853e-36,1.52055,-6.57587e-42,2.42053e-40,9.00335e-37,0.390091,-29.2755,-6.49621,-1.90193,0.435034,-0.887741,-0.0284684,0,0,0,0,0,0,
0.04,1.1,-5.17896e-20,0.0641278,1,0,0,0,-0.254133,-0.610323,-0.00131723,1.79089,-0.481757,-0.930164,0.083265,7.49654e-20,-1.68265e-18,0.0122711,4.72364e-17,2.65541e-18,-4.69367e-19,0.348326,0.812209,-0.053095,-4.24834,2.00974,15.2881,3.60638,-4.20142e-17,1.24554e-16,0.97326,-3.70028e-15,-1.07358e-15,-1.01477e-16,9.52897,21.7712,-0.99052,-113.079,65.75,459.259,80.312,-2.64491,-27.1807,3.14223,-40,9,0.834036,0.0882905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77556e-17,1.67141,-6.93889e-18,2.08167e-17,-6.93889e-18,0,0,0,0,0,0,0,0,0,1.52055,6.25096e-41,4.42897e-38,4.6804e-37,0.793488,-30.9249,-6.98393,-1.32458,0.320935,-0.949434,-0.0288964,0,0,0,0,0,0,
0.045,1.1,-5.42699e-20,0.0641965,1,0,0,0,-0.25214,-0.605691,-0.00160995,1.76672,-0.46983,-0.841179,0.103148,-1.95464e-20,-4.96064e-19,0.0137404,2.17626e-17,8.75526e-19,-2.88795e-19,0.398643,0.926395,-0.058543,-4.83548,2.3855,17.797,3.97658,-1.89023e-17,2.37317e-16,0.293859,-5.09477e-15,-3.55977e-16,3.61144e-17,10.0636,22.8372,-1.08961,-117.427,75.1521,501.78,74.0401,-1.94303,-29.2878,2.65479,-40,9,0.772597,0.0881661,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32667e-17,0,1.5661,-2.94903e-17,1.04083e-17,5.20417e-18,0,0,0,0,0,0,0,0,0,1.52055,1.18119e-37,2.37803e-38,1.11307e-37,1.49536,-33.032,-7.47137,-0.583011,0.178277,-1.01087,-0.0290208,0,0,0,0,0,0,
0.05,1.1,-5.67795e-20,0.0642638,1,0,0,0,-0.249886,-0.600461,-0.00192785,1.73954,-0.455543,-0.738385,0.124568,-1.19472e-19,-5.01912e-19,0.0134602,2.14153e-17,-1.16857e-18,-3.96631e-19,0.450707,1.04601,-0.0635817,-5.43567,2.85732,20.5587,4.284,-1.99851e-17,-1.16965e-18,-0.0560431,-6.9452e-17,-4.08819e-16,-2.15673e-17,10.4126,23.9236,-1.00772,-120.038,94.364,552.347,61.485,-0.770249,-31.9986,2.24205,-39.4934,9,0.719143,0.0886133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51186,-5.37764e-17,6.93889e-17,0,0,0,0,0,0,0,0,0,-6.01853e-36,1.52055,-5.18137e-41,6.86508e-39,1.69081e-38,2.66815,-35.7428,-7.88411,0.336249,0.0129293,-1.06433,-0.0285736,0,0,0,0,0,0,
